Name	Year	Female	Male
Logan	1896		15
Lois	1896	388	
Lonnie	1896	11	159
Loren	1896		32
Lou	1896	130	10
Louie	1896	23	45
Lupe	1896	5	
Lynn	1896	6	37
Madison	1896		14
Marion	1896	987	172
Marty	1896		6
Mckinley	1896		121
Meredith	1896		5
Merle	1896	86	44
Monroe	1896		63
Morgan	1896		25
Noel	1896		12
Nova	1896	24	
Oakley	1896		11
Odell	1896	13	
Ollie	1896	409	93
Ora	1896	408	42
Paris	1896		7
Parker	1896		16
Pat	1896		27
Patsy	1896	23	
Perry	1896		111
Quincy	1896		8
Ray	1896	35	426
Reese	1896		8
Rene	1896	8	11
Rickie	1896	7	
Riley	1896		39
Robbie	1896	31	
Robin	1896		6
Royce	1896		10
Sammie	1896	16	12
Sandy	1896		13
Shelby	1896		14
Shirley	1896	55	12
Sidney	1896	18	176
Spencer	1896		28
Stacy	1896	8	5
Sterling	1896		21
Sullivan	1896		6
Sydney	1896	5	16
Taylor	1896		32
Terry	1896		20
Tommie	1896	32	45
Tommy	1896		17
Tracy	1896	14	11
Unknown	1896	6	9
Van	1896		37
Vernon	1896	15	129
Willie	1896	755	1092
Addison	1897		8
Adrian	1897		27
Allie	1897	265	19
Allison	1897		6
Alva	1897	51	69
Andrea	1897	11	
Antonia	1897	35	
Asa	1897		47
Ashley	1897		17
Ashton	1897		7
Aubrey	1897		46
August	1897		137
Avery	1897		21
Bailey	1897		13
Bennie	1897	25	96
Beverly	1897	5	8
Billie	1897	28	16
Billy	1897		6
Blair	1897		5
Bobbie	1897	17	
Brooks	1897		14
Carey	1897		20
Carmen	1897	53	5
Carol	1897	42	7
Carroll	1897	7	58
Carson	1897		5
Carter	1897		16
Cary	1897	6	11
Casey	1897		5
Cecil	1897	138	216
Charley	1897		156
Charlie	1897	23	714
Chris	1897		35
Christian	1897		39
Clare	1897	48	7
Cleo	1897	131	24
Clyde	1897	56	359
Cody	1897		5
Connie	1897	48	15
Courtney	1897	8	6
Dale	1897	10	39
Dallas	1897		36
Dana	1897	10	7
Dean	1897		40
Dee	1897	6	25
Diamond	1897		6
Donnie	1897	40	6
Drew	1897		6
Eddie	1897	52	263
Elisha	1897		18
Elliott	1897		23
Ellis	1897		98
Emerson	1897		13
Emery	1897		45
Emory	1897		39
Erin	1897	10	
Fay	1897	141	13
Finley	1897		9
Francis	1897	115	496
Frankie	1897	60	7
Freddie	1897	16	30
Gail	1897	32	6
Gale	1897	6	13
Gayle	1897	11	
Gene	1897	11	19
Guadalupe	1897	26	7
Harley	1897		82
Harper	1897		6
Hayden	1897		8
Hilary	1897		5
Hunter	1897		8
Ira	1897	35	180
Ivy	1897	89	15
Jamie	1897	9	5
Jean	1897	258	20
Jerry	1897		118
Jessie	1897	1191	234
Jewel	1897	87	7
Jewell	1897	87	13
Jimmie	1897	58	49
Jimmy	1897		10
Joan	1897	33	
Jodie	1897	10	14
Johnie	1897	19	71
Johnnie	1897	91	125
Jordan	1897		11
Joy	1897	30	6
June	1897	91	12
Justine	1897	12	
Kay	1897	15	5
Kelley	1897		9
Kelly	1897		15
Kirby	1897		13
Lacy	1897	7	19
Lane	1897		5
Laurel	1897	9	
Laverne	1897	24	8
Lee	1897	97	453
Leigh	1897		8
Lesley	1897		5
Leslie	1897	34	222
Lindsay	1897		7
Lindsey	1897		8
Logan	1897		16
Lois	1897	457	6
Lonnie	1897	26	114
Loren	1897		36
Lou	1897	114	13
Louie	1897	17	49
Lupe	1897	13	
Lynn	1897	7	27
Madison	1897		13
Marion	1897	994	153
Mckinley	1897		115
Meredith	1897		6
Merle	1897	70	34
Monroe	1897		58
Morgan	1897		29
Noel	1897		13
Nova	1897	18	
Odell	1897	11	13
Ollie	1897	455	92
Ora	1897	408	44
Paris	1897		7
Parker	1897		10
Pat	1897	5	32
Patsy	1897	22	
Perry	1897	6	103
Quincy	1897		9
Ray	1897	44	396
Reese	1897		15
Rene	1897		16
Riley	1897		44
Robbie	1897	34	7
Royce	1897		7
Sammie	1897	12	12
Sandy	1897		9
Shelby	1897		14
Shelly	1897		8
Shirley	1897	61	20
Sidney	1897	22	149
Spencer	1897		23
Sterling	1897		25
Sydney	1897		15
Taylor	1897		32
Teddy	1897		7
Terry	1897		15
Tommie	1897	32	43
Tommy	1897		15
Tracy	1897	10	8
Unknown	1897	7	9
Van	1897		38
Vernon	1897	11	152
Whitney	1897		7
Willie	1897	818	1151
Addison	1898		18
Adrian	1898		17
Allie	1898	271	27
Allison	1898		7
Alva	1898	56	67
Andrea	1898	16	
Antonia	1898	53	
Asa	1898		31
Ashley	1898		5
Aubrey	1898	6	45
August	1898		164
Avery	1898		15
Bailey	1898		14
Bennie	1898	26	116
Beverly	1898	6	5
Billie	1898	43	11
Billy	1898		14
Bobbie	1898	20	5
Brooks	1898		8
Carey	1898		22
Carmen	1898	63	8
Carol	1898	63	5
Carroll	1898		51
Carson	1898		16
Carter	1898		14
Cary	1898	5	10
Casey	1898		6
Cecil	1898	133	243
Charley	1898		170
Charlie	1898	23	728
Chris	1898		33
Christian	1898	5	30
Clare	1898	59	8
Cleo	1898	139	15
Clyde	1898	46	383
Connie	1898	51	10
Courtney	1898	5	7
Dale	1898	7	40
Dallas	1898		28
Dana	1898	12	9
Dean	1898	6	28
Dee	1898	10	30
Donnie	1898	32	
Eddie	1898	57	256
Elisha	1898		32
Elliot	1898		12
Elliott	1898		32
Ellis	1898		96
Emerson	1898		25
Emery	1898		48
Emory	1898		37
Erin	1898	11	
Fay	1898	171	25
Finley	1898		10
Francis	1898	124	541
Frankie	1898	66	
Freddie	1898	21	20
Gail	1898	32	11
Gale	1898		6
Gayle	1898	10	7
Gene	1898	19	25
Guadalupe	1898	29	8
Harley	1898		71
Harper	1898		7
Hayden	1898		11
Hilary	1898		5
Hunter	1898		10
Ira	1898	27	195
Ivy	1898	85	11
Jamie	1898	11	
Jean	1898	341	21
Jerry	1898		143
Jessie	1898	1244	267
Jewel	1898	130	10
Jewell	1898	137	15
Jimmie	1898	60	64
Jimmy	1898		17
Joan	1898	40	
Jodie	1898	8	9
Johnie	1898	10	77
Johnnie	1898	86	153
Jordan	1898		7
Joy	1898	20	5
June	1898	118	15
Justine	1898	21	
Kay	1898	14	
Kelley	1898		6
Kelly	1898		10
Kirby	1898		9
Lacy	1898	16	8
Laurel	1898	14	5
Laverne	1898	26	10
Lee	1898	111	498
Leighton	1898		5
Lesley	1898		8
Leslie	1898	24	228
Lindsay	1898		5
Lindsey	1898		11
Logan	1898		18
Lois	1898	466	8
Lonnie	1898	25	129
Loren	1898		19
Lou	1898	156	10
Louie	1898	22	55
Lupe	1898	16	
Lynn	1898	8	44
Marion	1898	1086	166
Mckinley	1898		79
Merle	1898	77	49
Mickey	1898		7
Monroe	1898		58
Morgan	1898		28
Noel	1898		23
Nova	1898	30	
Oakley	1898		16
Odell	1898	12	10
Ollie	1898	459	88
Ora	1898	447	39
Paris	1898		7
Parker	1898		14
Pat	1898	7	20
Patsy	1898	32	9
Perry	1898		83
Peyton	1898		7
Quincy	1898		10
Ray	1898	31	394
Reece	1898		6
Reese	1898		9
Rene	1898	8	6
Riley	1898		39
Robbie	1898	43	
Robin	1898		6
Royce	1898		7
Sammie	1898	17	14
Sandy	1898		17
Shelby	1898		22
Shelly	1898		7
Shirley	1898	70	15
Sidney	1898	18	171
Spencer	1898		40
Stacy	1898		9
Sterling	1898		26
Sullivan	1898		7
Sydney	1898		11
Taylor	1898		26
Teddy	1898		5
Terry	1898		14
Tommie	1898	57	43
Tommy	1898		18
Tracy	1898	14	9
Unknown	1898	7	16
Van	1898		38
Vernon	1898	7	143
Willie	1898	878	1134
Addison	1899		12
Adrian	1899		30
Allie	1899	219	15
Allison	1899		7
Alva	1899	39	61
Andrea	1899	16	
Angel	1899		7
Antonia	1899	53	
Ariel	1899	5	
Asa	1899		30
Ashley	1899		7
Aubrey	1899		42
August	1899		142
Avery	1899		17
Bailey	1899		11
Bennie	1899	22	94
Beverly	1899	5	6
Billie	1899	27	13
Billy	1899	5	19
Bobbie	1899	18	
Brooks	1899		10
Campbell	1899		6
Carey	1899	6	13
Carmen	1899	38	10
Carol	1899	65	
Carroll	1899	5	60
Carson	1899		10
Carter	1899		14
Cary	1899		8
Cecil	1899	117	256
Charley	1899		120
Charlie	1899	33	678
Chris	1899		36
Christian	1899		42
Clare	1899	37	16
Cleo	1899	132	11
Clyde	1899	53	330
Cody	1899		6
Connie	1899	52	17
Courtney	1899	8	8
Cruz	1899	6	
Dale	1899	10	41
Dallas	1899	6	25
Dana	1899	15	15
Dean	1899	6	25
Dee	1899	8	28
Donnie	1899	31	8
Eddie	1899	49	258
Elisha	1899		26
Elliot	1899		13
Elliott	1899		18
Ellis	1899	8	98
Emerson	1899		19
Emery	1899		38
Emory	1899		41
Fay	1899	139	23
Francis	1899	101	501
Frankie	1899	76	
Freddie	1899	21	25
Gail	1899	32	8
Gayle	1899	12	
Gene	1899	15	22
Guadalupe	1899	27	10
Harley	1899		59
Harper	1899		8
Haven	1899		9
Hayden	1899		9
Hunter	1899		10
Ira	1899	31	138
Ivy	1899	67	6
Jackie	1899	9	
Jamie	1899	14	
Jean	1899	318	13
Jerry	1899	7	111
Jessie	1899	1082	261
Jewel	1899	105	8
